"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
3205,3,15,1,117,1.4,0.91,0.74,0.26,3.31,87,75,69,228,639,4
1761,8,7,9,167,1.99,1.05,0.05,0.22,3.31,80,21,76,86,778,6
163,15,19,1,182,1.9,1.11,0.01,0.29,3.3,86,35,70,701,987,6
3216,8,9,1,43,1.5,1.28,0.05,0.46,3.28,85,31,78,105,280,7
1195,17,21,9,103,2.61,0.33,0,0.34,3.28,82,74,66,563,876,6
3433,8,9,1,6,1.89,1.05,0.02,0.31,3.27,77,39,71,94,546,6
2415,3,14,6,117,0.6,1.57,0.82,0.27,3.26,86,62,83,111,529,4
1027,17,21,11,43,0.89,2.12,0,0.24,3.25,84,45,35,459,287,3
3569,13,14,4,117,1.35,1.11,0.46,0.32,3.25,63,43,37,116,639,3
1681,10,21,11,43,2.34,0.3,0,0.6,3.24,83,37,50,180,287,3
1245,9,19,7,150,0.72,1.67,0.4,0.44,3.23,81,81,68,758,708,3
1322,17,20,9,103,1.91,1,0.03,0.29,3.23,85,69,63,1267,10,6
3015,14,21,5,117,1.18,0.89,0.94,0.2,3.21,88,85,78,691,639,3
1222,11,14,1,150,1.48,1,0.04,0.66,3.18,91,79,77,565,742,6
913,8,9,1,16,1.78,1.12,0.09,0.19,3.18,62,30,72,137,841,7
549,11,13,8,158,1.35,0.59,0.8,0.43,3.18,83,67,71,463,878,7
569,15,16,4,109,2.15,0.76,0.01,0.26,3.17,82,63,67,85,405,7
1567,9,17,2,167,1.27,1.29,0.12,0.49,3.17,89,78,68,1010,928,6
33,8,7,10,152,2.06,0.56,0.38,0.17,3.17,89,22,82,95,608,3
101,5,7,10,117,1.92,0.16,0.99,0.09,3.15,87,42,80,137,639,3
1032,8,13,11,43,0.68,0,0,2.46,3.14,83,12,56,36,273,3
2869,7,6,1,6,1.7,1.25,0.02,0.16,3.13,87,19,81,107,628,3
1730,13,18,4,117,1.06,1.09,0.76,0.22,3.13,73,45,59,155,620,3
2838,3,11,5,148,1.21,1.56,0.06,0.29,3.12,82,43,76,101,260,3
2533,3,14,4,117,0.55,0.5,1.93,0.13,3.11,83,48,81,63,639,3
993,9,16,8,20,1.52,1.03,0.1,0.46,3.11,82,57,69,492,658,6
2314,3,12,4,117,0.9,1,1.03,0.17,3.11,81,12,69,10,454,3
3151,9,13,8,182,1.69,0.85,0.14,0.43,3.1,93,45,71,604,17,6
3199,1,19,1,117,1.4,1.01,0.46,0.23,3.1,91,81,80,1057,639,3
2508,9,18,9,26,0.88,0.94,0.88,0.4,3.1,74,34,45,1304,165,6
1757,15,16,8,43,1.99,0.81,0.03,0.27,3.1,96,98,80,3143,117,6
791,8,8,3,16,2.17,0.28,0.55,0.08,3.09,67,28,70,71,257,7
1684,8,7,11,43,2.5,0.16,0.01,0.42,3.08,94,23,70,46,287,3
3268,6,8,10,43,1.72,1.21,0,0.14,3.07,75,18,69,22,569,7
1588,13,23,1,193,1.8,0.97,0,0.29,3.06,74,17,70,22,971,4
104,1,21,10,117,0.51,1.02,1.4,0.12,3.05,66,60,60,106,639,3
3257,6,20,10,43,1,1.82,0,0.23,3.05,70,74,30,2057,569,7
334,15,18,9,167,1.89,0.88,0.04,0.25,3.05,89,59,73,892,371,6
1588,3,14,1,193,1.75,1.01,0,0.29,3.05,72,16,71,16,982,4
1564,15,14,1,6,1.91,0.84,0,0.29,3.04,75,42,65,32,546,4
1758,15,18,8,43,1.94,0.84,0.03,0.24,3.04,93,74,49,3725,117,6
1364,9,16,2,150,1.29,1.21,0.06,0.47,3.03,87,107,68,2759,728,6
2620,15,14,1,175,1.94,0.79,0.02,0.28,3.03,81,75,72,307,1035,6
3354,16,8,1,182,1.85,1.04,0,0.13,3.02,93,46,76,121,994,7
1025,10,19,11,43,0.61,1.85,0.11,0.44,3.01,87,26,54,616,273,3
1509,9,15,9,150,1.4,1.06,0.08,0.47,3.01,91,94,72,1505,391,6
1005,15,18,9,182,1.38,1.32,0.02,0.28,3,91,39,77,1247,994,6
916,13,16,5,38,2.04,0.63,0.12,0.22,3,73,78,61,131,486,3
2056,15,18,11,167,2.6,0.2,0.01,0.19,3,88,41,63,131,1029,3
796,8,13,3,16,1.15,0,0.76,1.09,3,73,24,83,173,874,7
3263,6,6,4,43,1.67,1.18,0,0.13,2.99,82,23,57,20,569,7
3620,8,8,11,91,0.12,1.26,1.16,0.45,2.99,93,24,82,65,502,3
683,8,7,1,26,1.36,0.86,0.64,0.13,2.99,94,37,76,466,165,6
2958,6,17,8,43,1.58,1.01,0,0.38,2.96,85,73,50,2748,542,7
1851,10,20,1,193,1.01,1.43,0.05,0.47,2.96,84,85,72,1886,597,6
2830,8,9,5,148,1.04,1.37,0.06,0.49,2.96,64,29,69,94,860,3
1379,8,8,1,42,1.36,1.15,0.04,0.41,2.96,85,19,69,78,469,6
3328,17,20,9,43,1.84,0.8,0.04,0.27,2.95,86,68,55,2658,765,6
239,9,16,9,43,1.33,1.1,0.08,0.44,2.95,88,59,76,572,278,6
2802,8,9,9,150,2.22,0.51,0.06,0.15,2.94,87,42,81,93,1064,6
2280,4,7,6,16,2.07,0.77,0.05,0.05,2.94,79,13,69,4,564,3
2979,15,15,3,26,1.82,0.7,0.15,0.26,2.94,93,77,64,292,165,7
1427,9,15,1,150,1.76,0.68,0.12,0.37,2.93,85,98,74,1172,897,7
1545,3,14,5,117,1.55,0.04,1.19,0.15,2.92,76,40,79,76,400,3
405,17,19,9,6,1.88,0.77,0,0.27,2.92,78,7,34,700,457,6
1756,15,13,8,103,1.83,0.79,0.03,0.27,2.91,91,74,78,1692,117,6
2833,8,10,4,148,1.54,1.14,0,0.22,2.9,73,21,77,30,860,3
3621,8,9,11,91,0.08,1.24,1.13,0.45,2.9,93,28,81,45,502,3
2665,15,14,11,148,1.75,0.86,0,0.28,2.89,67,45,59,18,898,4
1387,8,7,11,150,0.99,0.32,1.38,0.2,2.89,85,30,80,16,187,3
519,13,13,10,2,1.41,1.12,0.05,0.3,2.89,61,37,44,23,662,3
404,8,10,9,6,1.51,1.12,0.01,0.24,2.89,76,49,68,69,866,7
3542,13,12,6,117,0.86,1.04,0.73,0.26,2.89,83,61,65,179,463,4
1679,15,18,11,43,2.53,0.15,0,0.17,2.86,81,36,49,179,291,3
3150,16,8,8,182,2.09,0.63,0.03,0.11,2.86,87,34,78,111,106,7
163,10,19,1,182,1.07,1.31,0.06,0.42,2.85,83,29,69,1530,987,6
1924,9,17,3,193,1.98,0.53,0,0.34,2.84,84,60,75,494,625,6
1676,15,15,11,43,2.52,0.09,0,0.22,2.83,85,58,52,90,291,3
271,15,13,9,167,1.65,0.85,0.05,0.28,2.83,96,88,80,2249,477,6
1837,5,8,9,117,1.96,0.67,0.1,0.09,2.82,97,70,84,747,766,7
167,9,16,1,182,1.87,0.55,0.11,0.29,2.82,90,59,73,791,994,6
1770,9,16,9,43,1.28,1.04,0.07,0.42,2.81,75,56,66,286,279,6
1429,10,20,1,150,1.28,0.98,0.07,0.46,2.79,80,90,70,2944,897,7
2092,8,7,11,43,2.19,0.22,0,0.38,2.79,89,22,77,39,657,3
1451,8,9,5,150,1.68,0.74,0,0.36,2.78,87,47,73,241,616,7
2130,9,16,7,43,1.05,1.23,0.03,0.47,2.78,89,59,63,301,215,4
2776,13,17,1,6,1.35,1.13,0,0.3,2.78,81,11,47,31,969,4
236,6,17,9,43,0.89,1.43,0,0.46,2.78,89,61,66,4926,278,6
1926,10,21,3,193,1.5,0.8,0,0.48,2.78,83,81,68,836,1040,6
3243,8,9,10,43,1.41,1.12,0,0.24,2.77,83,33,68,46,297,7
1510,9,17,9,150,1.45,0.86,0.09,0.38,2.77,84,85,70,942,391,6
2956,15,14,1,94,1.74,0.77,0,0.26,2.77,73,74,58,389,541,7
3691,3,12,5,117,1.45,0.07,1.1,0.15,2.76,81,42,65,67,75,3
2622,15,17,1,175,1.25,1.14,0.07,0.3,2.76,84,70,67,490,1035,6
3096,9,15,3,112,1.2,0.97,0.17,0.42,2.75,79,63,65,211,609,7
2822,13,13,5,148,1.21,1.19,0.04,0.29,2.73,69,44,57,174,860,3
3200,4,8,1,117,1.75,0.52,0.33,0.1,2.7,95,30,82,314,165,3
2259,8,7,1,189,0.99,0.48,1.09,0.14,2.7,86,23,73,56,165,6
1567,15,17,2,167,1.52,0.92,0.02,0.24,2.7,89,83,69,893,928,6
398,15,12,9,6,1.49,0.92,0.02,0.27,2.7,82,71,56,233,973,7
1678,15,17,11,43,2.42,0.11,0,0.16,2.69,78,55,50,94,291,3
1604,8,12,1,94,1.85,0.64,0.01,0.19,2.69,84,32,81,41,971,4
1513,10,19,9,150,0.89,1.33,0.08,0.39,2.69,73,88,59,2102,391,6
1677,15,16,11,43,2.38,0.12,0,0.18,2.69,84,47,48,120,291,3
374,8,10,7,43,1.23,1.11,0,0.34,2.68,93,52,82,271,215,7
1746,3,16,6,117,1.63,0.51,0.35,0.18,2.67,79,51,68,18,639,3
2414,3,15,6,117,0.28,1.39,0.68,0.32,2.67,83,58,78,52,529,4
397,8,11,9,6,1.48,0.92,0.01,0.26,2.67,77,39,73,69,973,7
1770,7,4,9,43,1.44,1.09,0,0.14,2.67,92,17,77,80,270,7
983,16,10,8,103,1.99,0.58,0,0.09,2.66,85,87,76,268,109,6
1301,15,14,4,6,1.78,0.63,0,0.25,2.66,85,67,54,171,628,7
1028,17,22,11,43,0.43,2.05,0,0.17,2.65,84,50,46,201,290,3
3354,8,9,1,182,1.15,1.11,0,0.4,2.65,89,24,68,102,1001,7
2137,9,15,7,43,0.69,1.4,0.04,0.52,2.65,84,55,60,113,851,3
1772,11,12,9,43,0.86,1.11,0.01,0.66,2.65,71,24,70,47,929,7
1088,9,17,8,158,0.78,0.73,0.89,0.23,2.63,79,53,57,707,878,7
1857,8,6,7,167,2,0.47,0.02,0.14,2.63,78,18,69,21,52,7
2768,15,16,11,43,1.47,0.93,0,0.24,2.63,80,65,71,127,271,7
924,8,10,11,148,2.15,0.12,0,0.36,2.62,90,37,73,84,1029,3
1318,15,15,12,103,1.54,0.8,0.04,0.24,2.62,82,92,63,454,309,7
2055,15,17,11,167,2.31,0.14,0.01,0.16,2.62,90,42,68,134,1029,3
1035,15,15,11,43,0.59,1.79,0.01,0.23,2.62,90,63,66,133,287,3
1770,15,16,9,43,1.56,0.8,0.04,0.21,2.61,74,71,58,288,247,6
1327,8,8,1,43,0.9,1.22,0.04,0.44,2.61,71,16,67,49,305,3
1218,9,15,1,150,1.7,0.44,0.06,0.4,2.6,91,50,78,529,141,6
2088,8,10,11,43,2.03,0.21,0,0.35,2.59,84,21,72,44,273,3
1738,13,13,11,117,1.05,1.05,0.24,0.24,2.58,79,47,71,124,634,4
1033,9,14,11,43,0.48,1.63,0.04,0.43,2.58,87,42,66,108,273,3
2992,3,14,10,117,0.62,0.82,0.96,0.18,2.58,73,4,68,7,910,3
3651,8,12,3,175,1.4,0.88,0.03,0.26,2.58,80,27,77,57,1057,7
1606,15,13,1,94,1.53,0.81,0,0.24,2.57,80,24,65,114,971,4
1673,8,13,11,43,2.14,0.08,0,0.35,2.57,78,11,69,17,291,3
1909,11,13,8,26,0.37,0.27,1.75,0.18,2.57,72,38,78,83,165,7
2819,5,7,5,148,1.7,0.59,0.21,0.07,2.56,73,28,74,179,860,3
1679,9,18,11,43,2.11,0.22,0,0.23,2.56,83,22,46,101,291,3
787,15,15,8,43,1.76,0.55,0.03,0.22,2.56,86,68,70,725,117,6
2359,5,9,8,117,1.21,0.57,0.7,0.07,2.54,73,37,71,89,375,3
1625,11,15,5,150,0.64,1.22,0.01,0.67,2.54,87,68,69,98,805,4
1674,15,14,11,43,2.21,0.12,0,0.2,2.53,83,50,61,125,291,3
542,8,7,7,3,1.13,1.12,0.06,0.22,2.52,80,15,70,46,28,7
153,3,16,4,117,0.26,1.65,0.33,0.28,2.52,75,15,71,5,409,3
2057,15,19,11,167,2.1,0.19,0,0.23,2.52,87,23,40,150,1029,3
2773,13,18,1,6,1.48,0.83,0,0.21,2.52,78,8,61,20,969,4
657,13,14,11,91,1.11,0.85,0.29,0.25,2.5,50,23,45,16,168,3
1754,15,12,8,6,2.29,0.02,0,0.19,2.5,82,68,66,120,738,7
1928,8,8,3,105,1.81,0.52,0,0.15,2.49,79,31,79,96,585,6
1182,13,13,4,105,1.47,0.77,0,0.24,2.48,25,8,34,26,585,3
309,10,21,1,150,1.03,0.81,0.26,0.38,2.48,92,100,77,6383,346,6
1725,5,8,4,117,1.13,0.36,0.92,0.07,2.47,70,26,65,74,428,3
2428,15,14,7,38,1.38,0.84,0,0.25,2.47,85,55,68,83,125,3
2566,15,23,4,43,1.93,0.33,0,0.21,2.47,92,72,73,178,405,7
2056,9,18,11,167,1.73,0.43,0.05,0.27,2.47,90,26,71,99,1029,3
2622,9,17,1,175,0.86,1.04,0.18,0.38,2.47,82,50,68,384,1035,6
2522,9,14,9,150,1.15,0.84,0.1,0.38,2.46,87,79,52,1889,462,6
2058,10,20,11,167,1.47,0.54,0.01,0.43,2.45,83,50,61,291,1029,3
1070,7,3,8,160,0.93,0.12,1.34,0.06,2.45,83,12,73,190,883,7
1856,9,14,7,167,1.56,0.53,0.05,0.31,2.45,82,50,73,100,776,7
3260,8,9,10,43,1.07,1.19,0,0.18,2.43,81,26,75,42,569,7
1594,13,16,1,193,1.28,0.93,0,0.22,2.43,79,13,71,34,971,4
406,17,22,9,6,1.46,0.74,0,0.22,2.42,78,17,22,290,457,6
1681,17,21,11,43,2.08,0.08,0,0.26,2.42,84,23,52,124,287,3
3353,15,14,9,182,1.56,0.6,0.02,0.23,2.42,82,66,69,176,994,6
2124,11,12,7,43,0.87,0.97,0,0.58,2.42,73,14,70,39,273,4
792,8,9,3,16,1.63,0.22,0.51,0.06,2.41,66,28,73,92,257,7
2401,9,16,11,91,0.29,1.17,0.54,0.41,2.41,77,40,59,85,513,3
185,8,7,7,150,2.07,0.26,0,0.08,2.41,82,16,75,53,733,3
2136,8,13,7,43,0.69,0,0.04,1.68,2.41,62,11,53,34,121,4
1320,15,17,9,103,1.44,0.7,0.04,0.22,2.4,82,73,72,487,10,6
1287,8,11,4,138,1.67,0.61,0.03,0.07,2.38,91,65,78,173,405,7
1677,9,16,11,43,2.04,0.15,0,0.2,2.38,83,36,52,68,291,3
622,15,17,1,36,1.48,0.69,0,0.2,2.37,71,75,60,627,933,6
1310,6,10,9,190,2.28,0.02,0.08,0,2.37,96,81,82,8665,1013,6
3174,8,10,1,175,0.96,1.08,0.04,0.3,2.37,62,36,67,22,410,7
1673,15,13,11,43,2.18,0.01,0,0.18,2.37,85,46,55,108,291,3
3381,8,10,11,6,1.25,0.86,0.01,0.26,2.37,83,59,79,55,628,7
3717,15,16,11,2,1.74,0.45,0,0.18,2.37,42,10,46,16,693,3
1676,9,15,11,43,2.03,0.13,0,0.21,2.37,85,41,59,58,291,3
1856,15,14,7,167,1.68,0.45,0.01,0.21,2.35,81,66,76,142,776,7
1521,15,17,4,103,1.73,0.43,0.02,0.17,2.35,73,33,20,67,347,4
3650,8,13,3,175,0.92,0,0.01,1.41,2.34,71,11,63,31,1057,7
3202,1,21,1,117,1.15,0.55,0.47,0.17,2.34,89,82,81,478,387,4
1597,13,23,1,94,1.51,0.61,0,0.21,2.34,78,22,57,28,971,4
2504,8,7,1,26,1.08,0.7,0.34,0.21,2.34,84,21,75,189,165,6
2059,17,21,11,167,1.95,0.15,0,0.24,2.34,86,14,53,115,1029,4
1519,15,17,11,103,1.38,0.72,0.02,0.22,2.34,66,46,56,39,735,3
1455,8,10,9,43,0.85,1.06,0.09,0.32,2.31,84,42,82,51,283,7
2129,7,5,7,43,1.58,0.64,0,0.09,2.31,86,14,76,28,273,3
1280,6,18,1,114,0.96,1.07,0,0.27,2.31,90,69,70,2954,60,7
2292,1,18,8,117,1.12,0.41,0.64,0.14,2.3,75,69,47,382,463,3
220,9,19,1,193,1.07,0.8,0.04,0.38,2.29,76,46,68,668,1043,7
1606,9,13,1,94,1.02,0.9,0,0.36,2.29,80,18,58,87,971,4
2127,16,10,7,43,1.38,0.8,0,0.1,2.28,77,35,78,27,273,3
2400,9,15,11,91,0.3,1.27,0.46,0.26,2.28,78,42,58,76,513,3
1033,8,14,11,43,0.38,0.07,0.01,1.82,2.28,82,8,60,20,273,3
1594,3,16,1,193,1.07,0.99,0,0.22,2.28,72,7,63,6,982,4
3251,15,16,10,43,1.27,0.81,0,0.2,2.28,76,42,62,71,951,7
2369,3,14,8,117,0.94,0.53,0.62,0.18,2.28,68,24,73,27,401,3
622,9,17,1,36,1.08,0.73,0.15,0.31,2.27,71,41,57,405,933,6
1548,4,8,5,117,1.22,0.1,0.91,0.04,2.27,81,24,80,54,400,3
3538,4,7,5,117,0.9,0.73,0.54,0.09,2.26,88,17,80,42,639,3
2814,9,15,4,148,1.34,0.6,0,0.31,2.26,80,35,77,43,93,4
1010,10,22,1,182,0.6,1.25,0.06,0.35,2.26,76,91,54,635,994,6
233,17,22,9,43,1.28,0.77,0,0.2,2.25,87,37,73,440,278,6
2254,8,8,2,26,0.62,0.44,1.06,0.13,2.25,84,31,81,52,165,6
2293,5,10,8,117,1.48,0.25,0.46,0.06,2.25,87,55,85,306,463,3
1678,9,17,11,43,1.93,0.15,0,0.17,2.25,79,31,46,56,291,3
1221,9,19,1,150,1.23,0.63,0.04,0.35,2.25,80,89,66,914,803,6
1291,9,13,4,6,1.4,0.53,0.02,0.3,2.24,83,45,69,52,628,7
2815,4,7,5,148,1.19,0.71,0.22,0.13,2.24,87,22,72,48,860,3
3024,13,12,4,148,1.05,0.91,0.04,0.24,2.24,74,53,48,72,823,3
398,13,23,9,6,1.17,0.84,0,0.23,2.24,69,42,58,61,322,7
2148,14,19,5,117,1.25,0.62,0.18,0.18,2.24,77,59,70,288,639,3
2907,4,7,5,190,1.29,0.83,0,0.11,2.23,74,16,71,13,249,3
752,11,14,3,158,0.51,0.5,0.91,0.31,2.23,79,61,71,139,878,7
1688,15,19,11,43,1.98,0.06,0,0.19,2.23,80,32,47,136,287,3
334,9,18,9,167,1.05,0.72,0.1,0.35,2.23,91,25,73,858,371,6
2393,8,9,1,182,0.88,1.03,0,0.31,2.22,92,44,79,204,987,7
1911,13,15,8,117,0.65,0.4,1.05,0.11,2.22,84,70,77,219,165,7
1601,15,19,1,193,1.24,0.79,0,0.19,2.22,80,37,67,127,983,4
3351,10,21,9,182,0.55,1.19,0.14,0.33,2.21,73,40,64,480,994,6
2956,9,14,1,94,1.01,0.85,0,0.35,2.21,71,47,57,233,541,7
1290,15,13,4,6,2.01,0.02,0,0.17,2.2,92,55,72,220,405,7
1139,17,19,7,103,1.21,0.79,0.01,0.19,2.2,79,76,50,1095,984,3
2567,15,14,4,43,1.78,0.24,0,0.18,2.2,92,69,74,156,405,7
2130,15,16,7,43,1.03,0.96,0,0.21,2.2,88,73,61,206,215,4
1597,3,14,1,6,1.4,0.59,0,0.2,2.2,80,15,70,16,982,3
272,15,16,9,167,1.45,0.54,0.02,0.19,2.2,88,93,73,573,7,6
2950,16,9,8,6,1.68,0.44,0,0.08,2.19,94,72,83,317,117,7
1680,10,20,11,43,1.54,0.25,0,0.4,2.19,81,37,52,208,287,3
2403,9,17,1,91,0.34,0.96,0.55,0.33,2.19,80,41,57,132,513,3
2619,15,12,1,175,1.17,0.77,0.02,0.22,2.18,81,74,66,211,1035,6
186,8,8,7,175,1.92,0.2,0,0.06,2.18,82,26,80,28,733,3
1026,17,20,11,43,0.6,1.42,0,0.16,2.18,82,33,45,347,287,3
3362,17,22,9,182,1.29,0.68,0,0.2,2.16,80,33,60,614,565,6
1087,15,16,8,158,1.28,0.67,0.01,0.21,2.16,82,54,54,539,878,7
3262,6,7,10,43,1.23,0.83,0,0.1,2.16,74,17,70,30,569,7
2649,3,15,6,193,1.67,0.3,0.02,0.18,2.16,79,72,67,110,20,4
2841,13,14,5,148,1.26,0.67,0.02,0.21,2.16,66,30,64,136,860,4
2367,3,12,8,117,1.28,0.03,0.73,0.12,2.15,69,21,67,50,400,3
2277,10,22,9,6,0.81,0.85,0.15,0.33,2.14,90,31,52,1358,130,7
1380,9,18,1,158,0.59,1.05,0.07,0.44,2.14,83,30,66,511,469,6
409,11,13,9,6,0.52,1.02,0,0.59,2.13,64,45,66,30,46,7
573,8,10,10,91,1.04,0.81,0,0.27,2.13,77,26,81,20,502,3
1072,4,9,8,160,0.82,0.37,0.89,0.05,2.13,87,44,69,212,878,3
3697,13,15,11,182,1.49,0.46,0,0.18,2.12,62,5,43,54,987,3
2419,16,7,7,103,1.37,0.61,0.05,0.09,2.12,85,35,73,28,120,3
2055,9,17,11,167,1.62,0.26,0.05,0.18,2.11,90,38,58,127,1029,3
2131,8,8,7,43,1.68,0.31,0.02,0.09,2.11,89,31,76,92,121,3
865,8,9,1,170,0.63,0.21,1.13,0.13,2.11,78,24,84,201,663,7
2057,9,19,11,167,1.44,0.31,0.04,0.32,2.11,84,26,40,142,1029,3
2296,7,4,8,160,0.94,0.07,1.05,0.04,2.1,81,17,80,89,883,6
3118,3,12,6,117,0.63,0.05,1.35,0.08,2.1,84,56,78,44,639,3
240,10,21,9,43,0.71,0.94,0.14,0.32,2.1,73,46,41,845,1028,6
1924,15,17,3,193,1.63,0.31,0,0.16,2.1,86,66,74,382,625,6
333,9,15,9,167,1.2,0.6,0,0.29,2.09,83,58,70,427,371,6
685,8,11,1,26,0.99,0.63,0.29,0.19,2.09,84,60,81,212,165,6
2054,15,16,1,167,1.84,0.12,0.01,0.13,2.09,89,50,72,100,1029,3
858,10,21,1,193,0.96,0.67,0.12,0.34,2.09,74,58,70,1287,933,6
635,15,12,1,26,1.16,0.64,0.08,0.2,2.08,85,82,67,520,165,6
3609,6,16,8,6,1.77,0.32,0,0,2.08,90,53,47,953,130,7
3120,8,8,6,175,1.11,0.71,0,0.27,2.08,44,7,53,11,136,3
1065,3,12,8,158,0.89,0.04,1.07,0.09,2.08,77,45,62,136,566,4
1726,5,9,4,117,0.97,0.33,0.73,0.06,2.08,69,33,73,57,428,3
2566,13,23,4,109,1.33,0.56,0,0.2,2.08,80,21,54,37,405,7
2378,15,17,9,188,1.41,0.49,0.01,0.17,2.08,95,66,76,997,1013,4
1737,13,16,11,117,0.88,0.44,0.63,0.12,2.08,64,54,62,34,878,3
2133,11,11,7,43,1.77,0.12,0.02,0.17,2.07,72,21,69,54,273,4
3250,3,12,10,43,0.92,0.93,0,0.22,2.07,49,5,43,24,350,3
583,13,13,10,91,1.35,0.52,0,0.19,2.07,73,16,62,27,513,4
840,10,20,7,150,0.36,1.38,0.02,0.31,2.07,71,85,52,1571,321,3
3450,15,15,3,175,1.48,0.39,0,0.19,2.06,83,68,70,51,1057,7
1822,11,16,1,91,0.46,0.41,0.96,0.24,2.06,89,66,80,443,511,7
2448,7,4,7,112,0.68,0.46,0.79,0.13,2.06,88,18,83,21,608,1
1533,11,16,8,158,0.63,0.41,0.75,0.26,2.06,82,62,77,208,878,4
2847,8,9,3,112,1.06,0.62,0.13,0.25,2.06,92,41,79,120,608,7
2136,15,13,7,43,1.04,0.79,0.01,0.21,2.05,72,42,62,78,271,4
2832,5,8,4,80,1.47,0.48,0.05,0.06,2.05,75,26,79,41,860,3
2139,9,14,7,43,0.63,1,0.05,0.38,2.05,59,40,50,71,293,7
2808,8,12,9,150,1.74,0.02,0,0.28,2.04,72,38,81,34,1064,7
2315,8,11,1,182,0.71,1.02,0,0.31,2.04,82,41,73,68,993,7
2136,9,13,7,43,0.73,0.91,0.04,0.36,2.04,73,26,51,43,271,4
767,4,9,5,117,1.2,0.48,0.29,0.07,2.04,78,26,80,53,734,3
570,15,17,4,103,1.45,0.41,0.01,0.16,2.04,86,56,73,63,405,7
423,3,14,4,167,1.21,0.63,0,0.19,2.03,48,11,24,4,171,3
2087,8,9,11,43,1.57,0.18,0,0.27,2.03,86,19,68,41,287,3
396,15,11,9,6,1.82,0.04,0.01,0.16,2.03,89,65,72,307,457,7
